"","ISO3","AGE GROUPS","TBI.prev.2001","TBI.prev.2006","TBI.prev.2011","TBI.prev.2016"
"81","BEN","0-14",0.0247912188937181,0.0181364839567893,0.0137337937407394,0.0117055689318958
"82","BEN","15-24",0.0753536405966851,0.0763657844528937,0.054987795898763,0.0395224087866719
"83","BEN","25-54",0.355226580475242,0.295957846901138,0.240686188636713,0.190947436852931
"84","BEN","55-64",0.769635554152763,0.682052316954323,0.582513564353635,0.444868965666193
"85","BEN","65+",NA,NA,NA,0.632000954526369
"86","BFA","0-14",NA,NA,0.0114278550063584,0.0119716787065115
"87","BFA","15-24",0.0342922381618739,0.0416865677181711,0.0352950355376373,0.0331472728012517
"88","BFA","25-54",0.0911146371828772,0.0874304083144039,0.0882140543228909,0.0838358545904419
"89","BFA","55-64",NA,NA,NA,0.114093928348411
"90","BFA","65+",NA,NA,NA,0.149526794270543
"91","BGD","0-14",0.0557446019832368,0.0514889341669955,0.0493287761341503,0.0427248491555305
"92","BGD","15-24",0.148430817331689,0.138489627020213,0.119300791738976,0.103241533043429
"93","BGD","25-54",0.29261765835756,0.288852462919676,0.280170299535488,0.268882930611074
"94","BGD","55-64",0.346112222618366,0.353437459858917,0.37803628487274,0.34770985941267
"95","BGD","65+",0.435732575209552,0.438091336605587,0.41649625190748,0.409159350303399
"96","BGR","0-14",0.0105395283184838,0.0110032335627847,0.00884565781916334,0.00611994052481899
"97","BGR","15-24",0.0337622995265242,0.0279311358039756,0.0243075332776505,0.0187187118332088
"98","BGR","25-54",0.122067043323507,0.106337079323909,0.0894691292644681,0.072679112341043
"99","BGR","55-64",0.222530066181078,0.200245311449313,0.180819739960244,0.151652141135464
"100","BGR","65+",0.312638905945883,0.302146546297416,0.265064544450309,0.232971343324723
"101","BHR","0-14",0.00460122229949924,0.00406154539478606,0.00558389563642785,0.00446597042607379
"102","BHR","15-24",0.0191362403940959,0.0126951669682908,0.00935048064250012,0.00914754662924195
"103","BHR","25-54",0.0941429637524106,0.0768560731660422,0.0588907799986483,0.0465973570247912
"104","BHR","55-64",NA,0.144256519082862,0.141825324878762,0.115279564305585
"105","BHR","65+",0.343558496090642,0.310535589614275,NA,0.215048448399973
"106","BHS","0-14",0.00485965191005573,0.00336569709338668,0.00279600535856739,0.0022494023132344
"107","BHS","15-24",0.0128831848392086,0.00958962860244578,0.00957240295469569,0.0079201479597939
"108","BHS","25-54",0.0704283326883642,0.054848776744965,0.0433100672348264,0.0336928700102728
"109","BHS","55-64",0.187187153302013,0.144755741289748,0.110159340965318,0.0863695017373673
"110","BHS","65+",0.350987514705545,0.307506861722902,0.236598054851975,0.193247073653875
"111","BIH","0-14",0.0163220851348188,0.0110929819534031,0.0112060974433434,0.010347177518257
"112","BIH","15-24",0.0643633934362686,0.0378238439589905,0.0219452034640549,0.0175557057941606
"113","BIH","25-54",0.224663315579016,0.181324217239076,0.140573923678281,0.109319411723069
"114","BIH","55-64",0.420355831244953,0.367429545211697,0.307773378282374,0.258932001416211
"115","BIH","65+",0.623604449919683,0.578442829713143,0.449242428352759,0.404326216542813
"116","BLR","0-14",0.0129984121699244,0.0136137713076502,0.0122771555676862,0.0101083000910671
"117","BLR","15-24",0.0314685182651572,0.0294665381247998,0.029801157775102,0.0259219052566076
"118","BLR","25-54",0.0760064510931971,0.0737265522421392,0.0708596843759758,0.0658733495740925
"119","BLR","55-64",0.0923298172106424,0.097667188351383,0.100638343907097,0.0946789731104166
"120","BLR","65+",0.120301977980212,0.11393714116389,0.113767950781935,0.111418106904467
"121","BLZ","0-14",0.00713184437191751,0.00671598568596222,0.00575551500714285,0.00467808674001578
"122","BLZ","15-24",0.0146746695590043,0.0140499235035687,0.0112984363106944,0.0129079338399692
"123","BLZ","25-54",0.0569083771417816,0.0480619755436619,0.042013950308018,0.0357830488963434
"124","BLZ","55-64",0.102622280281564,0.0889064717235479,0.0698410314429146,0.0667758554351818
"125","BLZ","65+",0.17280455374177,0.154662511936269,0.129612077630793,0.110150001736385
"126","BMU","0-14",0.00147413102192926,0.00109817371627738,0.00123294180802865,0.00137594170325991
"127","BMU","15-24",0.00451673873221505,0.00384034941775615,0.0027044355969768,0.00287414418948888
"128","BMU","25-54",0.0179254392590204,0.0145464877339004,0.0125069172966843,0.0101915322829852
"129","BMU","55-64",0.0391511078676851,0.0317958649039067,0.0289654788859066,0.0224743037160546
"130","BMU","65+",0.0742523041019446,0.0690945164234894,0.051640191595269,0.0444303514706314
"131","BOL","0-14",0.0396438324411587,0.0314457411309423,0.0276619505296811,0.0201602734205115
"132","BOL","15-24",0.092560983403238,0.0823040693166299,0.0830472994008271,0.0577869708449671
"133","BOL","25-54",0.370780771234247,0.318517160552257,0.275200742645642,0.232619840822966
"134","BOL","55-64",0.66548439991231,0.581514835336851,0.486020157897192,0.434004022920504
"135","BOL","65+",0.833926596710717,0.726128094362094,0.646922926457213,0.583039719408678
"136","BRA","0-14",0.0113345525620822,0.00967312024095505,0.00772885394690794,0.00646590400599551
"137","BRA","15-24",0.038765318167358,0.0311958658777767,0.0255019014255654,0.0204847800378462
"138","BRA","25-54",0.17476628870736,0.143199774391784,0.118298682647822,0.095730962785809
"139","BRA","55-64",0.388386806790045,0.328300707179243,0.246439951469109,0.203233465106878
"140","BRA","65+",0.58010304966128,0.533203609377053,0.451316646263409,0.376997335821117
"141","BRB","0-14",0.00136228360781567,0.000935302527517395,0.00100607643900477,0.00100428477692713
"142","BRB","15-24",0.0035706640574321,0.00293541685931464,0.00247114494395504,0.00228726902285815
"143","BRB","25-54",0.0151231380662972,0.012825546692113,0.0103354780789891,0.00829184328356604
"144","BRB","55-64",0.0370839454390591,0.0303835266702626,0.0249857664403633,0.0194636733999256
"145","BRB","65+",0.064342283370887,0.0565935398259898,0.053148569306273,0.0437115632165737
"146","BRN","0-14",0.00643050647818236,0.00916473890949261,0.0107569023390438,0.00832211557482525
"147","BRN","15-24",0.0205370184077655,0.0134948467429112,0.017556751053413,0.0163154260667499
"148","BRN","25-54",0.0681641889407136,0.0576485037687602,0.049613766745597,0.040833402426481
"149","BRN","55-64",0.117144098638661,0.106750475818796,0.0899310533909708,0.0804209317629992
"150","BRN","65+",0.176354174506747,0.160255475075047,0.140224669338595,0.120044503003666
"151","BTN","0-14",NA,NA,0.0571012396351863,0.0369303245351039
"152","BTN","15-24",NA,0.330729758555161,0.258213965532176,0.171548598104537
"153","BTN","25-54",0.971663402499752,0.928545507493461,0.848803355542001,0.752364382944123
"154","BTN","55-64",NA,0.999999999907752,0.999999918132159,0.999956105041149
"155","BTN","65+",NA,NA,1,0.999808444593194
"156","BWA","0-14",0.0599338816920416,0.0595179488515188,0.0566852468114399,0.0440083391397046
"157","BWA","15-24",0.241534619590498,0.169332196904448,0.160729289711563,0.127517490498378
"158","BWA","25-54",0.590019417714229,0.480951890963767,0.499299411467315,0.432735158841024
"159","BWA","55-64",NA,0.647345696150064,NA,0.688623188519339
"160","BWA","65+",NA,NA,NA,NA
"161","CAF","0-14",NA,0.0807807381611413,0.0872110745619983,0.0660471082531274
"162","CAF","15-24",0.498150758519253,0.357490776990482,0.326663764116656,0.264701869504449
"163","CAF","25-54",0.853562386378803,0.869665381152465,0.806594780499111,0.717009937348159
"164","CAF","55-64",0.999858822847688,NA,NA,0.950814731541501
"165","CAF","65+",0.999999998026609,0.999999762102315,NA,NA
"166","CHE","0-14",0.00308003583857854,0.00233183500273879,0.00185796584501959,0.0017217514516964
"167","CHE","15-24",0.00983763071220635,0.0074169947875857,0.00560271270415737,0.00450774095217152
"168","CHE","25-54",0.052439044588196,0.0399804058957753,0.030002732414777,0.022779498710847
"169","CHE","55-64",0.153396214240224,0.113991130579932,0.080386327804303,0.0622917999992852
"170","CHE","65+",0.280026737929736,0.240855708563264,0.188381170370844,0.151680578332519
"171","CHL","0-14",0.00591010606758458,0.00434334190410101,0.00330693879572583,0.00274475005004123
"172","CHL","15-24",0.0178674529576478,0.0134278962748509,0.0102828440941388,0.00798985686690284
"173","CHL","25-54",0.113209203701804,0.0855574593516377,0.0633709878584102,0.0439085262704333
"174","CHL","55-64",0.308834365306847,0.246490201711793,0.186301570823998,0.136361027235403
"175","CHL","65+",0.582385282824929,0.503738146900073,0.403286653096827,0.285642423342071
"176","CHN","0-14",0.0239527156415665,0.0201798399468561,0.0159651111221401,0.0119324468937701
"177","CHN","15-24",0.0760254850221615,0.0677495177318663,0.0515866794319877,0.0378664770550281
"178","CHN","25-54",0.327390202884187,0.279504530651793,0.227112788631015,0.1823951386293
"179","CHN","55-64",0.647075726691962,0.567756020822353,0.4624982196012,0.405093861073203
"180","CHN","65+",0.860908798278742,0.809596563443451,0.719600122428021,0.637131375066888
"181","CIV","0-14",0.058458804986154,0.061597307186311,0.0473234126750534,0.0358542705594526
"182","CIV","15-24",0.203340239770804,0.185906598142701,0.161334586317784,0.132428085060245
"183","CIV","25-54",0.64887572469159,0.588593265618106,0.507632074124928,0.447197987686155
"184","CIV","55-64",0.93221692411353,0.89338534194733,0.863855580129941,0.755266738732428
"185","CIV","65+",NA,NA,NA,0.819521440992062
"186","CMR","0-14",0.0390786125488987,0.0501182244725274,0.0484606334424658,0.0427456086416668
"187","CMR","15-24",0.0955709844896012,0.116488826062525,0.128765064422876,0.130103813814376
"188","CMR","25-54",0.259188717244809,0.263787349799456,0.261042546005293,0.265640092999298
"189","CMR","55-64",0.353255525065474,0.301047810150734,0.37484417171288,0.339851759635569
"190","CMR","65+",NA,0.454988785587136,0.505232314104004,0.407755543224912
"191","COD","0-14",0.0719502056158794,0.0641961914128952,0.0549138511132565,0.0588205459169338
"192","COD","15-24",0.210484016581563,0.186329647756898,0.154755003003256,0.142845891848379
"193","COD","25-54",0.442171478071996,0.428364364915714,0.387348166737112,0.361127026308018
"194","COD","55-64",0.571001539263819,0.558231135130382,0.559246614372713,0.53668652825294
"195","COD","65+",0.651156524823213,0.731965719763359,0.640829954191583,0.623587227313962
"196","COG","0-14",0.0417970746900365,0.0415394402530255,0.0513813189426909,0.0547672663082579
"197","COG","15-24",0.115743630440847,0.110143841879414,0.0999741137925329,0.110854717351383
"198","COG","25-54",0.18195772704223,0.209651309658655,0.226317096210974,0.220530064247042
"199","COG","55-64",0.152948735855852,0.15065685954562,0.344826024745743,0.282422940338757
"200","COG","65+",NA,0.176270815277978,NA,0.240677010926008
"201","COK","0-14",NA,NA,NA,NA
"202","COK","15-24",NA,NA,NA,NA
"203","COK","25-54",0.0398584786631959,NA,NA,0.0242313266236315
"204","COK","55-64",NA,NA,NA,NA
"205","COK","65+",NA,NA,NA,NA
"206","COL","0-14",0.0105308511459617,0.00945329095756177,0.00726494669503183,0.00552279343844221
"207","COL","15-24",0.0294953933983045,0.0312594764656546,0.0251289115870638,0.0176724047911381
"208","COL","25-54",0.113025753778755,0.105102262427421,0.0898680647050956,0.073244888344607
"209","COL","55-64",0.23570969054779,0.203109206797034,0.181811801113261,0.150989739953643
